image,tag
rosario7_8_0,0
rosario7_8_1,0
rosario7_8_2,0
rosario7_8_3,0
rosario7_8_4,1
rosario7_8_5,0
rosario7_8_6,0
rosario7_8_7,0
rosario7_8_8,0
rosario7_8_9,1
rosario7_8_10,1
rosario7_8_11,0
rosario7_8_12,1
rosario7_8_13,1
rosario7_8_14,1
rosario7_8_15,0
rosario19_6_0,1
rosario19_6_1,1
rosario19_6_2,1
rosario19_6_3,0
rosario19_6_4,1
rosario19_6_5,1
rosario19_6_6,0
rosario19_6_7,1
rosario19_6_8,0
rosario19_6_9,0
rosario19_6_10,0
rosario19_6_11,1
rosario19_6_12,0
rosario19_6_13,0
rosario19_6_14,1
rosario19_6_15,0
rosario5_3_0,0
rosario5_3_1,0
rosario5_3_2,0
rosario5_3_3,0
rosario5_3_4,0
rosario5_3_5,0
rosario5_3_6,1
rosario5_3_7,1
rosario5_3_8,1
rosario5_3_9,0
rosario5_3_10,1
rosario5_3_11,1
rosario5_3_12,0
rosario5_3_13,0
rosario5_3_14,0
rosario5_3_15,1
rosario26_2_0,0
rosario26_2_1,0
rosario26_2_2,0
rosario26_2_3,0
rosario26_2_4,0
rosario26_2_5,0
rosario26_2_6,0
rosario26_2_7,0
rosario26_2_8,0
rosario26_2_9,0
rosario26_2_10,0
rosario26_2_11,1
rosario26_2_12,0
rosario26_2_13,0
rosario26_2_14,1
rosario26_2_15,1
rosario17_4_0,0
rosario17_4_1,0
rosario17_4_2,0
rosario17_4_3,0
rosario17_4_4,0.5
rosario17_4_5,0
rosario17_4_6,0
rosario17_4_7,1
rosario17_4_8,0
rosario17_4_9,1
rosario17_4_10,1
rosario17_4_11,1
rosario17_4_12,1
rosario17_4_13,0
rosario17_4_14,0
rosario17_4_15,0
cordoba10_1_0,1
cordoba10_1_1,1
cordoba10_1_2,1
cordoba10_1_3,1
cordoba10_1_4,1
cordoba10_1_5,0
cordoba10_1_6,1
cordoba10_1_7,1
cordoba10_1_8,0
cordoba10_1_9,0
cordoba10_1_10,1
cordoba10_1_11,1
cordoba10_1_12,1
cordoba10_1_13,0
cordoba10_1_14,1
cordoba10_1_15,1
santafe15_2_0,0
santafe15_2_1,1
santafe15_2_2,0
santafe15_2_3,0
santafe15_2_4,0
santafe15_2_5,0
santafe15_2_6,0
santafe15_2_7,0
santafe15_2_8,0
santafe15_2_9,1
santafe15_2_10,0
santafe15_2_11,1
santafe15_2_12,0
santafe15_2_13,0
santafe15_2_14,1
santafe15_2_15,1
rosario1_0_0,0
rosario1_0_1,0
rosario1_0_2,0
rosario1_0_3,0
rosario1_0_4,0
rosario1_0_5,0
rosario1_0_6,0
rosario1_0_7,0
rosario1_0_8,1
rosario1_0_9,1
rosario1_0_10,1
rosario1_0_11,0
rosario1_0_12,0
rosario1_0_13,0
rosario1_0_14,0
rosario1_0_15,1
cordoba11_3_0,0
cordoba11_3_1,0
cordoba11_3_2,1
cordoba11_3_3,1
cordoba11_3_4,0
cordoba11_3_5,1
cordoba11_3_6,1
cordoba11_3_7,0
cordoba11_3_8,1
cordoba11_3_9,1
cordoba11_3_10,0
cordoba11_3_11,0
cordoba11_3_12,1
cordoba11_3_13,0
cordoba11_3_14,0
cordoba11_3_15,0
parana7_6_0,0
parana7_6_1,0
parana7_6_2,0
parana7_6_3,0
parana7_6_4,0
parana7_6_5,0
parana7_6_6,0
parana7_6_7,0
parana7_6_8,0
parana7_6_9,0
parana7_6_10,0
parana7_6_11,0
parana7_6_12,0
parana7_6_13,1
parana7_6_14,1
parana7_6_15,1
rosario4_1_0,0.5
rosario4_1_1,0
rosario4_1_2,0
rosario4_1_3,0
rosario4_1_4,1
rosario4_1_5,1
rosario4_1_6,1
rosario4_1_7,1
rosario4_1_8,0
rosario4_1_9,0
rosario4_1_10,0
rosario4_1_11,0
rosario4_1_12,0
rosario4_1_13,0
rosario4_1_14,0
rosario4_1_15,0
parana3_3_0,0
parana3_3_1,0
parana3_3_2,0
parana3_3_3,0
parana3_3_4,0
parana3_3_5,0
parana3_3_6,0
parana3_3_7,0
parana3_3_8,0
parana3_3_9,0
parana3_3_10,0
parana3_3_11,0
parana3_3_12,0
parana3_3_13,1
parana3_3_14,0
parana3_3_15,0
cordoba5_8_0,0
cordoba5_8_1,0
cordoba5_8_2,0
cordoba5_8_3,1
cordoba5_8_4,0
cordoba5_8_5,0
cordoba5_8_6,0
cordoba5_8_7,0
cordoba5_8_8,0
cordoba5_8_9,1
cordoba5_8_10,1
cordoba5_8_11,0
cordoba5_8_12,0
cordoba5_8_13,1
cordoba5_8_14,1
cordoba5_8_15,0
parana1_1_0,0
parana1_1_1,0
parana1_1_2,0
parana1_1_3,0
parana1_1_4,0
parana1_1_5,0
parana1_1_6,0.5
parana1_1_7,1
parana1_1_8,0
parana1_1_9,0
parana1_1_10,0
parana1_1_11,1
parana1_1_12,1
parana1_1_13,0
parana1_1_14,0
parana1_1_15,0
cordoba10_8_0,1
cordoba10_8_1,1
cordoba10_8_2,0
cordoba10_8_3,0
cordoba10_8_4,1
cordoba10_8_5,0
cordoba10_8_6,0
cordoba10_8_7,0
cordoba10_8_8,1
cordoba10_8_9,1
cordoba10_8_10,0
cordoba10_8_11,0
cordoba10_8_12,1
cordoba10_8_13,0
cordoba10_8_14,0
cordoba10_8_15,0
rosario16_4_0,0
rosario16_4_1,0
rosario16_4_2,0
rosario16_4_3,0
rosario16_4_4,0
rosario16_4_5,0
rosario16_4_6,0
rosario16_4_7,0
rosario16_4_8,0
rosario16_4_9,0
rosario16_4_10,0
rosario16_4_11,1
rosario16_4_12,0
rosario16_4_13,0
rosario16_4_14,0
rosario16_4_15,0
parana4_5_0,1
parana4_5_1,0
parana4_5_2,0
parana4_5_3,0
parana4_5_4,1
parana4_5_5,0
parana4_5_6,1
parana4_5_7,1
parana4_5_8,1
parana4_5_9,0
parana4_5_10,0
parana4_5_11,0
parana4_5_12,1
parana4_5_13,0
parana4_5_14,0.5
parana4_5_15,0
parana8_8_0,0
parana8_8_1,1
parana8_8_2,0
parana8_8_3,1
parana8_8_4,0
parana8_8_5,0
parana8_8_6,1
parana8_8_7,1
parana8_8_8,0
parana8_8_9,1
parana8_8_10,0
parana8_8_11,0
parana8_8_12,0
parana8_8_13,0
parana8_8_14,0
parana8_8_15,0
rosario1_7_0,0
rosario1_7_1,0
rosario1_7_2,0.5
rosario1_7_3,0.5
rosario1_7_4,0
rosario1_7_5,0
rosario1_7_6,1
rosario1_7_7,1
rosario1_7_8,0
rosario1_7_9,0
rosario1_7_10,0
rosario1_7_11,1
rosario1_7_12,0
rosario1_7_13,0
rosario1_7_14,1
rosario1_7_15,0
parana4_7_0,0
parana4_7_1,0
parana4_7_2,0
parana4_7_3,0
parana4_7_4,0
parana4_7_5,0
parana4_7_6,0
parana4_7_7,0
parana4_7_8,1
parana4_7_9,0
parana4_7_10,0
parana4_7_11,0
parana4_7_12,1
parana4_7_13,0
parana4_7_14,0.5
parana4_7_15,1
cordoba8_4_0,0
cordoba8_4_1,0
cordoba8_4_2,1
cordoba8_4_3,0
cordoba8_4_4,0.5
cordoba8_4_5,1
cordoba8_4_6,0
cordoba8_4_7,0
cordoba8_4_8,0
cordoba8_4_9,0
cordoba8_4_10,1
cordoba8_4_11,0
cordoba8_4_12,0
cordoba8_4_13,1
cordoba8_4_14,0
cordoba8_4_15,1
parana3_4_0,0
parana3_4_1,1
parana3_4_2,0
parana3_4_3,0
parana3_4_4,0
parana3_4_5,1
parana3_4_6,1
parana3_4_7,1
parana3_4_8,1
parana3_4_9,0
parana3_4_10,1
parana3_4_11,0
parana3_4_12,0.5
parana3_4_13,0
parana3_4_14,0
parana3_4_15,0
rosario20_8_0,0
rosario20_8_1,0
rosario20_8_2,0
rosario20_8_3,0
rosario20_8_4,0
rosario20_8_5,1
rosario20_8_6,0
rosario20_8_7,0
rosario20_8_8,0
rosario20_8_9,1
rosario20_8_10,1
rosario20_8_11,0
rosario20_8_12,0
rosario20_8_13,0.5
rosario20_8_14,0
rosario20_8_15,0
parana6_5_0,1
parana6_5_1,0
parana6_5_2,0
parana6_5_3,0
parana6_5_4,1
parana6_5_5,1
parana6_5_6,1
parana6_5_7,0
parana6_5_8,1
parana6_5_9,1
parana6_5_10,0
parana6_5_11,0
parana6_5_12,1
parana6_5_13,1
parana6_5_14,1
parana6_5_15,1
cordoba6_1_0,0
cordoba6_1_1,0
cordoba6_1_2,0
cordoba6_1_3,0
cordoba6_1_4,0
cordoba6_1_5,0
cordoba6_1_6,0
cordoba6_1_7,0
cordoba6_1_8,0
cordoba6_1_9,0
cordoba6_1_10,0
cordoba6_1_11,0
cordoba6_1_12,0
cordoba6_1_13,0
cordoba6_1_14,0
cordoba6_1_15,1
santafe7_7_0,1
santafe7_7_1,1
santafe7_7_2,0
santafe7_7_3,0
santafe7_7_4,0
santafe7_7_5,1
santafe7_7_6,0
santafe7_7_7,0
santafe7_7_8,1
santafe7_7_9,0
santafe7_7_10,0
santafe7_7_11,0
santafe7_7_12,1
santafe7_7_13,0
santafe7_7_14,0
santafe7_7_15,0
rosario12_3_0,0
rosario12_3_1,1
rosario12_3_2,1
rosario12_3_3,1
rosario12_3_4,0
rosario12_3_5,1
rosario12_3_6,1
rosario12_3_7,1
rosario12_3_8,1
rosario12_3_9,1
rosario12_3_10,0
rosario12_3_11,1
rosario12_3_12,0
rosario12_3_13,0
rosario12_3_14,0
rosario12_3_15,0
rosario3_6_0,0
rosario3_6_1,1
rosario3_6_2,0
rosario3_6_3,0
rosario3_6_4,1
rosario3_6_5,1
rosario3_6_6,1
rosario3_6_7,0
rosario3_6_8,1
rosario3_6_9,0
rosario3_6_10,0
rosario3_6_11,0
rosario3_6_12,1
rosario3_6_13,1
rosario3_6_14,1
rosario3_6_15,0
cordoba2_3_0,1
cordoba2_3_1,1
cordoba2_3_2,0
cordoba2_3_3,1
cordoba2_3_4,0
cordoba2_3_5,0
cordoba2_3_6,0
cordoba2_3_7,0
cordoba2_3_8,0
cordoba2_3_9,1
cordoba2_3_10,1
cordoba2_3_11,0
cordoba2_3_12,0
cordoba2_3_13,0
cordoba2_3_14,0
cordoba2_3_15,1
santafe9_6_0,0
santafe9_6_1,0
santafe9_6_2,0
santafe9_6_3,0
santafe9_6_4,0
santafe9_6_5,0
santafe9_6_6,1
santafe9_6_7,0
santafe9_6_8,0
santafe9_6_9,1
santafe9_6_10,0
santafe9_6_11,1
santafe9_6_12,1
santafe9_6_13,1
santafe9_6_14,0
santafe9_6_15,0
parana3_0_0,0
parana3_0_1,0
parana3_0_2,1
parana3_0_3,0
parana3_0_4,0
parana3_0_5,1
parana3_0_6,1
parana3_0_7,1
parana3_0_8,0
parana3_0_9,0
parana3_0_10,0
parana3_0_11,0
parana3_0_12,0
parana3_0_13,1
parana3_0_14,1
parana3_0_15,0
cordoba15_2_0,0
cordoba15_2_1,0
cordoba15_2_2,0
cordoba15_2_3,0
cordoba15_2_4,0
cordoba15_2_5,0
cordoba15_2_6,0
cordoba15_2_7,0
cordoba15_2_8,0
cordoba15_2_9,1
cordoba15_2_10,1
cordoba15_2_11,0
cordoba15_2_12,1
cordoba15_2_13,1
cordoba15_2_14,1
cordoba15_2_15,1
rosario9_8_0,0
rosario9_8_1,0
rosario9_8_2,0
rosario9_8_3,0
rosario9_8_4,0
rosario9_8_5,1
rosario9_8_6,1
rosario9_8_7,0
rosario9_8_8,0
rosario9_8_9,1
rosario9_8_10,0.5
rosario9_8_11,1
rosario9_8_12,0
rosario9_8_13,0
rosario9_8_14,0.5
rosario9_8_15,1
santafe8_4_0,0
santafe8_4_1,0
santafe8_4_2,1
santafe8_4_3,1
santafe8_4_4,1
santafe8_4_5,0
santafe8_4_6,1
santafe8_4_7,0
santafe8_4_8,0
santafe8_4_9,0
santafe8_4_10,1
santafe8_4_11,0
santafe8_4_12,0
santafe8_4_13,0
santafe8_4_14,1
santafe8_4_15,0
cordoba6_7_0,1
cordoba6_7_1,1
cordoba6_7_2,0
cordoba6_7_3,1
cordoba6_7_4,0
cordoba6_7_5,0
cordoba6_7_6,0
cordoba6_7_7,1
cordoba6_7_8,0
cordoba6_7_9,0
cordoba6_7_10,0
cordoba6_7_11,0
cordoba6_7_12,0
cordoba6_7_13,0
cordoba6_7_14,0
cordoba6_7_15,0
cordoba18_3_0,0
cordoba18_3_1,0
cordoba18_3_2,0
cordoba18_3_3,1
cordoba18_3_4,0
cordoba18_3_5,0
cordoba18_3_6,0
cordoba18_3_7,1
cordoba18_3_8,1
cordoba18_3_9,1
cordoba18_3_10,1
cordoba18_3_11,1
cordoba18_3_12,1
cordoba18_3_13,0
cordoba18_3_14,0
cordoba18_3_15,0
santafe13_5_0,0
santafe13_5_1,0
santafe13_5_2,0
santafe13_5_3,0
santafe13_5_4,0
santafe13_5_5,0
santafe13_5_6,1
santafe13_5_7,0
santafe13_5_8,0
santafe13_5_9,0
santafe13_5_10,0
santafe13_5_11,1
santafe13_5_12,0
santafe13_5_13,0
santafe13_5_14,0
santafe13_5_15,0
cordoba1_4_0,0.5
cordoba1_4_1,1
cordoba1_4_2,1
cordoba1_4_3,0
cordoba1_4_4,1
cordoba1_4_5,0
cordoba1_4_6,0
cordoba1_4_7,0
cordoba1_4_8,1
cordoba1_4_9,0
cordoba1_4_10,0
cordoba1_4_11,0
cordoba1_4_12,0
cordoba1_4_13,1
cordoba1_4_14,0
cordoba1_4_15,0
parana5_1_0,0
parana5_1_1,1
parana5_1_2,0
parana5_1_3,1
parana5_1_4,0
parana5_1_5,1
parana5_1_6,0
parana5_1_7,0
parana5_1_8,0
parana5_1_9,1
parana5_1_10,0
parana5_1_11,1
parana5_1_12,0
parana5_1_13,0
parana5_1_14,0
parana5_1_15,1
rosario17_2_0,0
rosario17_2_1,0
rosario17_2_2,0
rosario17_2_3,0
rosario17_2_4,0
rosario17_2_5,0
rosario17_2_6,0
rosario17_2_7,0
rosario17_2_8,0
rosario17_2_9,0
rosario17_2_10,0
rosario17_2_11,0
rosario17_2_12,0.5
rosario17_2_13,0
rosario17_2_14,0
rosario17_2_15,0
parana4_4_0,0
parana4_4_1,0
parana4_4_2,0
parana4_4_3,1
parana4_4_4,0
parana4_4_5,0
parana4_4_6,0
parana4_4_7,1
parana4_4_8,1
parana4_4_9,0
parana4_4_10,1
parana4_4_11,0
parana4_4_12,1
parana4_4_13,0
parana4_4_14,0
parana4_4_15,1
santafe14_6_0,0
santafe14_6_1,0
santafe14_6_2,0
santafe14_6_3,1
santafe14_6_4,0
santafe14_6_5,0
santafe14_6_6,0
santafe14_6_7,1
santafe14_6_8,0
santafe14_6_9,0
santafe14_6_10,0
santafe14_6_11,1
santafe14_6_12,0
santafe14_6_13,0
santafe14_6_14,0
santafe14_6_15,1
parana7_4_0,0
parana7_4_1,0
parana7_4_2,1
parana7_4_3,1
parana7_4_4,0
parana7_4_5,0
parana7_4_6,0
parana7_4_7,1
parana7_4_8,1
parana7_4_9,0
parana7_4_10,1
parana7_4_11,1
parana7_4_12,0
parana7_4_13,1
parana7_4_14,1
parana7_4_15,1
santafe1_6_0,0
santafe1_6_1,0
santafe1_6_2,1
santafe1_6_3,1
santafe1_6_4,0
santafe1_6_5,0
santafe1_6_6,0
santafe1_6_7,0
santafe1_6_8,0
santafe1_6_9,0
santafe1_6_10,0
santafe1_6_11,0
santafe1_6_12,0
santafe1_6_13,0
santafe1_6_14,0
santafe1_6_15,0
rosario12_2_0,1
rosario12_2_1,1
rosario12_2_2,0
rosario12_2_3,0
rosario12_2_4,0
rosario12_2_5,0
rosario12_2_6,1
rosario12_2_7,1
rosario12_2_8,1
rosario12_2_9,1
rosario12_2_10,1
rosario12_2_11,1
rosario12_2_12,1
rosario12_2_13,1
rosario12_2_14,1
rosario12_2_15,1
rosario19_8_0,0
rosario19_8_1,0
rosario19_8_2,1
rosario19_8_3,0
rosario19_8_4,0
rosario19_8_5,1
rosario19_8_6,1
rosario19_8_7,1
rosario19_8_8,0
rosario19_8_9,0
rosario19_8_10,1
rosario19_8_11,0
rosario19_8_12,1
rosario19_8_13,1
rosario19_8_14,0
rosario19_8_15,1
santafe2_3_0,0
santafe2_3_1,0
santafe2_3_2,0
santafe2_3_3,0
santafe2_3_4,0
santafe2_3_5,0
santafe2_3_6,0
santafe2_3_7,0
santafe2_3_8,0
santafe2_3_9,1
santafe2_3_10,1
santafe2_3_11,0
santafe2_3_12,1
santafe2_3_13,0
santafe2_3_14,0
santafe2_3_15,1
rosario15_4_0,1
rosario15_4_1,0
rosario15_4_2,0
rosario15_4_3,0
rosario15_4_4,1
rosario15_4_5,0
rosario15_4_6,0
rosario15_4_7,0
rosario15_4_8,0
rosario15_4_9,0
rosario15_4_10,0
rosario15_4_11,0
rosario15_4_12,1
rosario15_4_13,0
rosario15_4_14,0
rosario15_4_15,0
rosario20_6_0,0
rosario20_6_1,0
rosario20_6_2,1
rosario20_6_3,1
rosario20_6_4,1
rosario20_6_5,1
rosario20_6_6,0
rosario20_6_7,1
rosario20_6_8,1
rosario20_6_9,0
rosario20_6_10,0
rosario20_6_11,1
rosario20_6_12,1
rosario20_6_13,1
rosario20_6_14,1
rosario20_6_15,1
santafe12_4_0,1
santafe12_4_1,0
santafe12_4_2,1
santafe12_4_3,1
santafe12_4_4,1
santafe12_4_5,0
santafe12_4_6,1
santafe12_4_7,0
santafe12_4_8,0
santafe12_4_9,1
santafe12_4_10,0
santafe12_4_11,0
santafe12_4_12,0
santafe12_4_13,0
santafe12_4_14,0
santafe12_4_15,0
rosario2_2_0,0
rosario2_2_1,0
rosario2_2_2,0
rosario2_2_3,0
rosario2_2_4,0
rosario2_2_5,0
rosario2_2_6,0
rosario2_2_7,0
rosario2_2_8,0
rosario2_2_9,0
rosario2_2_10,1
rosario2_2_11,1
rosario2_2_12,1
rosario2_2_13,0
rosario2_2_14,0.5
rosario2_2_15,1
rosario3_2_0,1
rosario3_2_1,0
rosario3_2_2,1
rosario3_2_3,0
rosario3_2_4,0
rosario3_2_5,0
rosario3_2_6,0
rosario3_2_7,1
rosario3_2_8,0
rosario3_2_9,0
rosario3_2_10,0
rosario3_2_11,0
rosario3_2_12,0
rosario3_2_13,0
rosario3_2_14,1
rosario3_2_15,1
parana2_8_0,0
parana2_8_1,0
parana2_8_2,0
parana2_8_3,0
parana2_8_4,0
parana2_8_5,0
parana2_8_6,0
parana2_8_7,0
parana2_8_8,0
parana2_8_9,0
parana2_8_10,0
parana2_8_11,0
parana2_8_12,1
parana2_8_13,0
parana2_8_14,0
parana2_8_15,0
parana6_2_0,0
parana6_2_1,0
parana6_2_2,1
parana6_2_3,0
parana6_2_4,0
parana6_2_5,1
parana6_2_6,0
parana6_2_7,1
parana6_2_8,1
parana6_2_9,1
parana6_2_10,0
parana6_2_11,0
parana6_2_12,0
parana6_2_13,1
parana6_2_14,0
parana6_2_15,0
santafe13_4_0,0
santafe13_4_1,1
santafe13_4_2,1
santafe13_4_3,0
santafe13_4_4,0
santafe13_4_5,1
santafe13_4_6,1
santafe13_4_7,0
santafe13_4_8,0
santafe13_4_9,0
santafe13_4_10,0
santafe13_4_11,0
santafe13_4_12,0
santafe13_4_13,1
santafe13_4_14,1
santafe13_4_15,0
cordoba8_6_0,0
cordoba8_6_1,0
cordoba8_6_2,0
cordoba8_6_3,0
cordoba8_6_4,0.5
cordoba8_6_5,0.5
cordoba8_6_6,0
cordoba8_6_7,0.5
cordoba8_6_8,0
cordoba8_6_9,0
cordoba8_6_10,1
cordoba8_6_11,0
cordoba8_6_12,1
cordoba8_6_13,0
cordoba8_6_14,1
cordoba8_6_15,0
cordoba1_3_0,0
cordoba1_3_1,0
cordoba1_3_2,0
cordoba1_3_3,1
cordoba1_3_4,1
cordoba1_3_5,0
cordoba1_3_6,0
cordoba1_3_7,1
cordoba1_3_8,1
cordoba1_3_9,0
cordoba1_3_10,1
cordoba1_3_11,1
cordoba1_3_12,1
cordoba1_3_13,0
cordoba1_3_14,0
cordoba1_3_15,1
santafe15_7_0,0
santafe15_7_1,0
santafe15_7_2,1
santafe15_7_3,1
santafe15_7_4,0
santafe15_7_5,1
santafe15_7_6,0
santafe15_7_7,0
santafe15_7_8,0
santafe15_7_9,0
santafe15_7_10,0
santafe15_7_11,0
santafe15_7_12,0
santafe15_7_13,0
santafe15_7_14,0
santafe15_7_15,0
cordoba16_4_0,0
cordoba16_4_1,1
cordoba16_4_2,1
cordoba16_4_3,1
cordoba16_4_4,0
cordoba16_4_5,0
cordoba16_4_6,0
cordoba16_4_7,0
cordoba16_4_8,0
cordoba16_4_9,1
cordoba16_4_10,0
cordoba16_4_11,0
cordoba16_4_12,0
cordoba16_4_13,0
cordoba16_4_14,1
cordoba16_4_15,0
rosario1_4_0,0
rosario1_4_1,0
rosario1_4_2,1
rosario1_4_3,1
rosario1_4_4,0
rosario1_4_5,0
rosario1_4_6,0
rosario1_4_7,1
rosario1_4_8,0
rosario1_4_9,1
rosario1_4_10,0
rosario1_4_11,1
rosario1_4_12,0
rosario1_4_13,1
rosario1_4_14,1
rosario1_4_15,1
cordoba16_3_0,0
cordoba16_3_1,0
cordoba16_3_2,1
cordoba16_3_3,1
cordoba16_3_4,0
cordoba16_3_5,0
cordoba16_3_6,0
cordoba16_3_7,0
cordoba16_3_8,0
cordoba16_3_9,0
cordoba16_3_10,0
cordoba16_3_11,0
cordoba16_3_12,0
cordoba16_3_13,0
cordoba16_3_14,0
cordoba16_3_15,0
rosario3_8_0,0
rosario3_8_1,0
