image,is_tagged
rosario23_2,False
rosario23_3,False
rosario23_4,False
rosario23_5,False
rosario23_6,True
rosario23_7,True
rosario24_0,False
rosario24_2,True
rosario24_3,False
rosario24_4,False
rosario24_5,False
rosario24_6,False
rosario24_7,False
rosario24_8,False
rosario25_0,False
rosario25_1,False
rosario25_2,False
rosario25_3,True
rosario25_4,False
rosario25_5,False
rosario25_7,False
rosario25_8,True
rosario26_0,False
rosario26_1,False
rosario26_2,False
rosario26_3,True
rosario26_4,True
rosario26_5,False
rosario26_6,False
rosario26_7,True
rosario26_8,False
rosario27_0,False
rosario27_1,False
rosario27_3,True
rosario27_6,False
rosario27_7,True
rosario27_8,False
rosario28_0,False
rosario28_1,False
rosario28_3,False
rosario28_4,False
rosario28_5,False
rosario28_7,True
rosario28_8,False
rosario2_0,False
rosario2_2,False
rosario2_4,False
rosario2_5,False
rosario2_7,False
rosario3_0,True
rosario3_1,False
rosario3_2,False
rosario3_4,False
rosario3_5,False
rosario3_6,False
rosario3_8,False
rosario4_0,False
rosario4_1,False
rosario4_2,False
rosario4_3,False
rosario4_4,False
rosario4_5,False
rosario4_6,True
rosario4_7,False
rosario4_8,False
rosario5_0,False
rosario5_2,False
rosario5_3,False
rosario5_4,False
rosario5_5,False
rosario5_6,False
rosario5_7,False
rosario5_8,True
rosario6_0,False
rosario6_1,False
rosario6_2,True
rosario6_3,False
rosario6_4,False
rosario6_5,False
rosario6_6,True
rosario6_7,False
rosario6_8,False
rosario7_0,True
rosario7_1,False
rosario7_2,False
rosario7_3,True
rosario7_4,False
rosario7_7,False
rosario7_8,True
rosario8_0,False
rosario8_1,True
rosario8_3,False
rosario8_4,True
rosario8_5,False
rosario8_8,False
rosario9_0,False
rosario9_1,False
rosario9_2,False
rosario9_3,True
rosario9_4,False
rosario9_5,False
rosario9_8,False
santafe10_3,True
santafe10_5,False
santafe10_6,False
santafe10_7,False
santafe10_8,False
santafe11_0,False
santafe11_1,False
santafe11_2,True
santafe11_3,False
santafe11_4,False
santafe11_5,False
santafe11_6,False
santafe11_7,True
santafe11_8,False
santafe12_0,False
santafe12_1,False
santafe12_2,True
santafe12_3,True
santafe12_4,False
santafe12_5,False
santafe12_6,False
santafe12_7,False
santafe12_8,False
santafe13_1,False
santafe13_2,False
santafe13_4,False
santafe13_5,False
santafe13_6,True
santafe13_7,True
santafe13_8,True
santafe14_1,False
santafe14_2,True
santafe14_3,True
santafe14_4,False
santafe14_5,False
santafe14_6,True
santafe14_7,False
santafe14_8,False
santafe15_1,True
santafe15_2,False
santafe15_5,False
santafe15_7,False
santafe15_8,False
santafe1_2,False
santafe1_3,True
santafe1_4,False
santafe1_5,False
santafe1_6,True
santafe1_7,False
santafe1_8,False
santafe2_3,True
santafe2_4,False
santafe2_5,False
santafe2_6,False
santafe2_7,True
santafe2_8,True
santafe3_2,False
santafe3_3,False
santafe3_4,True
santafe3_5,True
santafe3_7,False
santafe4_1,False
santafe4_2,True
santafe4_4,False
santafe4_5,True
santafe4_8,False
santafe5_0,True
santafe5_1,False
santafe5_3,False
santafe5_4,True
santafe5_7,True
santafe5_8,True
santafe6_0,False
santafe6_3,True
santafe6_4,False
santafe6_6,False
santafe6_7,False
santafe7_1,False
santafe7_3,False
santafe7_4,False
santafe7_6,False
santafe7_7,False
santafe8_1,False
santafe8_2,False
santafe8_3,False
santafe8_4,False
santafe8_5,False
santafe8_6,False
santafe8_7,False
santafe8_8,False
santafe9_0,False
santafe9_1,False
santafe9_2,True
santafe9_3,False
santafe9_4,True
santafe9_5,False
santafe9_6,False
santafe9_7,False
santafe9_8,False
