image,is_tagged
rosario17_0,True
rosario17_1,False
rosario17_2,True
rosario17_3,False
rosario17_4,True
rosario17_5,True
rosario17_6,True
rosario17_7,True
rosario17_8,True
rosario18_0,True
rosario18_1,False
rosario18_2,False
rosario18_3,True
rosario18_4,True
rosario18_5,True
rosario19_0,True
rosario19_1,True
rosario19_2,True
rosario19_3,True
rosario19_4,False
rosario19_5,True
rosario19_6,True
rosario19_7,False
rosario19_8,True
rosario1_0,True
rosario1_1,True
rosario1_3,True
rosario1_4,True
rosario1_5,True
rosario1_6,True
rosario1_7,False
rosario20_1,False
rosario20_2,False
rosario20_4,True
rosario20_5,True
rosario20_6,False
rosario20_7,True
rosario20_8,True
rosario21_0,True
rosario21_1,False
rosario21_2,True
rosario21_4,True
rosario21_5,False
rosario21_7,False
rosario21_8,True
rosario22_0,False
rosario22_1,True
rosario22_2,True
rosario22_3,True
rosario22_6,True
rosario22_7,True
rosario22_8,True
rosario23_0,True
rosario23_1,False
rosario23_2,True
rosario23_3,True
rosario23_4,True
rosario23_5,True
rosario23_6,True
rosario23_7,True
rosario24_0,True
rosario24_2,True
rosario24_3,True
rosario24_4,False
rosario24_5,True
rosario24_6,True
rosario24_7,True
rosario24_8,False
rosario25_0,False
rosario25_1,False
rosario25_2,False
rosario25_3,True
rosario25_4,False
rosario25_5,True
rosario25_7,False
rosario25_8,True
rosario26_0,True
rosario26_1,False
rosario26_2,False
rosario26_3,True
rosario26_4,False
rosario26_5,False
rosario26_6,True
rosario26_7,True
rosario26_8,True
rosario27_0,False
rosario27_1,True
rosario27_3,False
rosario27_6,True
rosario27_7,True
rosario27_8,True
rosario28_0,True
rosario28_1,True
rosario28_3,True
rosario28_4,True
rosario28_5,True
rosario28_7,True
rosario28_8,True
rosario2_0,True
rosario2_2,False
rosario2_4,True
rosario2_5,False
rosario2_7,False
rosario3_0,True
rosario3_1,True
rosario3_2,False
rosario3_4,False
rosario3_5,True
rosario3_6,True
rosario3_8,False
rosario4_0,False
rosario4_1,False
rosario4_2,True
rosario4_3,True
rosario4_4,True
rosario4_5,False
rosario4_6,False
rosario4_7,True
rosario4_8,False
rosario5_0,True
rosario5_2,True
rosario5_3,True
rosario5_4,True
rosario5_5,True
rosario5_6,True
rosario5_7,False
rosario5_8,True
rosario6_0,False
rosario6_1,True
rosario6_2,True
rosario6_3,True
rosario6_4,True
rosario6_5,True
rosario6_6,True
rosario6_7,True
rosario6_8,False
rosario7_0,True
rosario7_1,True
rosario7_2,True
rosario7_3,True
rosario7_4,True
rosario7_7,False
rosario7_8,True
rosario8_0,False
rosario8_1,True
rosario8_3,False
rosario8_4,False
rosario8_5,True
rosario8_8,True
rosario9_0,True
rosario9_1,False
rosario9_2,True
rosario9_3,False
rosario9_4,False
rosario9_5,True
rosario9_8,True
santafe10_3,True
santafe10_5,True
santafe10_6,True
santafe10_7,True
santafe10_8,False
santafe11_0,False
santafe11_1,True
santafe11_2,True
santafe11_3,True
santafe11_4,True
santafe11_5,False
santafe11_6,True
santafe11_7,False
santafe11_8,True
santafe12_0,True
santafe12_1,True
santafe12_2,True
santafe12_3,True
santafe12_4,True
santafe12_5,False
santafe12_6,False
santafe12_7,True
santafe12_8,True
santafe13_1,False
santafe13_2,True
santafe13_4,True
santafe13_5,True
santafe13_6,True
santafe13_7,False
santafe13_8,False
santafe14_1,True
santafe14_2,True
santafe14_3,False
santafe14_4,True
santafe14_5,False
santafe14_6,True
santafe14_7,True
santafe14_8,False
santafe15_1,True
santafe15_2,True
santafe15_5,True
santafe15_7,True
santafe15_8,True
santafe1_2,True
santafe1_3,False
santafe1_4,False
santafe1_5,True
santafe1_6,True
santafe1_7,False
santafe1_8,True
santafe2_3,True
santafe2_4,False
santafe2_5,False
santafe2_6,True
santafe2_7,True
santafe2_8,True
santafe3_2,False
santafe3_3,True
santafe3_4,True
santafe3_5,True
santafe3_7,False
santafe4_1,False
santafe4_2,False
santafe4_4,True
santafe4_5,True
santafe4_8,False
santafe5_0,True
santafe5_1,True
santafe5_3,False
santafe5_4,True
santafe5_7,True
santafe5_8,True
santafe6_0,True
santafe6_3,True
santafe6_4,True
santafe6_6,False
santafe6_7,True
santafe7_1,True
santafe7_3,True
santafe7_4,True
santafe7_6,False
santafe7_7,True
santafe8_1,True
santafe8_2,True
santafe8_3,True
santafe8_4,True
santafe8_5,True
santafe8_6,True
santafe8_7,True
santafe8_8,True
santafe9_0,False
santafe9_1,False
santafe9_2,False
santafe9_3,True
santafe9_4,True
santafe9_5,True
santafe9_6,False
santafe9_7,True
santafe9_8,True
