image,is_tagged
rosario17_0,False
rosario17_1,True
rosario17_2,False
rosario17_3,False
rosario17_4,False
rosario17_5,False
rosario17_6,False
rosario17_7,False
rosario17_8,False
rosario18_0,True
rosario18_1,True
rosario18_2,False
rosario18_3,False
rosario18_4,False
rosario18_5,True
rosario19_0,False
rosario19_1,False
rosario19_2,False
rosario19_3,False
rosario19_4,True
rosario19_5,False
rosario19_6,False
rosario19_7,True
rosario19_8,False
rosario1_0,False
rosario1_1,False
rosario1_3,False
rosario1_4,False
rosario1_5,False
rosario1_6,True
rosario1_7,False
rosario20_1,False
rosario20_2,False
rosario20_4,False
rosario20_5,False
rosario20_6,False
rosario20_7,False
rosario20_8,False
rosario21_0,False
rosario21_1,True
rosario21_2,False
rosario21_4,True
rosario21_5,False
rosario21_7,False
rosario21_8,False
rosario22_0,True
rosario22_1,False
rosario22_2,False
rosario22_3,False
rosario22_6,True
rosario22_7,False
rosario22_8,False
rosario23_0,True
rosario23_1,False
rosario23_2,False
rosario23_3,True
rosario23_4,False
rosario23_5,False
rosario23_6,True
rosario23_7,False
rosario24_0,False
rosario24_2,False
rosario24_3,False
rosario24_4,False
rosario24_5,False
rosario24_6,False
rosario24_7,False
rosario24_8,True
rosario25_0,False
rosario25_1,False
rosario25_2,False
rosario25_3,False
rosario25_4,False
rosario25_5,False
rosario25_7,True
rosario25_8,True
rosario26_0,False
rosario26_1,False
rosario26_2,False
rosario26_3,False
rosario26_4,False
rosario26_5,False
rosario26_6,True
rosario26_7,True
rosario26_8,False
rosario27_0,False
rosario27_1,False
rosario27_3,False
rosario27_6,False
rosario27_7,False
rosario27_8,False
rosario28_0,False
rosario28_1,False
rosario28_3,False
rosario28_4,False
rosario28_5,True
rosario28_7,True
rosario28_8,False
rosario2_0,False
rosario2_2,True
rosario2_4,False
rosario2_5,True
rosario2_7,False
rosario3_0,False
rosario3_1,True
rosario3_2,False
rosario3_4,False
rosario3_5,True
rosario3_6,True
rosario3_8,False
rosario4_0,False
rosario4_1,False
rosario4_2,False
rosario4_3,True
rosario4_4,True
rosario4_5,False
rosario4_6,True
rosario4_7,False
rosario4_8,False
rosario5_0,False
rosario5_2,False
rosario5_3,True
rosario5_4,False
rosario5_5,True
rosario5_6,False
rosario5_7,False
rosario5_8,False
rosario6_0,False
rosario6_1,False
rosario6_2,False
rosario6_3,False
rosario6_4,True
rosario6_5,False
rosario6_6,True
rosario6_7,True
rosario6_8,False
rosario7_0,False
rosario7_1,False
rosario7_2,False
rosario7_3,False
rosario7_4,False
rosario7_7,False
rosario7_8,False
rosario8_0,True
rosario8_1,False
rosario8_3,False
rosario8_4,False
rosario8_5,False
rosario8_8,False
rosario9_0,False
rosario9_1,True
rosario9_2,False
rosario9_3,False
rosario9_4,False
rosario9_5,False
rosario9_8,False
santafe10_3,False
santafe10_5,False
santafe10_6,False
santafe10_7,False
santafe10_8,False
santafe11_0,False
santafe11_1,True
santafe11_2,False
santafe11_3,False
santafe11_4,True
santafe11_5,False
santafe11_6,False
santafe11_7,False
santafe11_8,False
santafe12_0,False
santafe12_1,False
santafe12_2,True
santafe12_3,True
santafe12_4,False
santafe12_5,True
santafe12_6,False
santafe12_7,True
santafe12_8,False
santafe13_1,False
santafe13_2,False
santafe13_4,False
santafe13_5,False
santafe13_6,False
santafe13_7,True
santafe13_8,False
santafe14_1,False
santafe14_2,False
santafe14_3,True
santafe14_4,False
santafe14_5,False
santafe14_6,False
santafe14_7,False
santafe14_8,False
santafe15_1,False
santafe15_2,False
santafe15_5,True
santafe15_7,False
santafe15_8,False
santafe1_2,False
santafe1_3,False
santafe1_4,False
santafe1_5,True
santafe1_6,True
santafe1_7,False
santafe1_8,False
santafe2_3,False
santafe2_4,False
santafe2_5,False
santafe2_6,False
santafe2_7,False
santafe2_8,False
santafe3_2,False
santafe3_3,True
santafe3_4,False
santafe3_5,False
santafe3_7,False
santafe4_1,False
santafe4_2,True
santafe4_4,False
santafe4_5,False
santafe4_8,False
santafe5_0,False
santafe5_1,False
santafe5_3,False
santafe5_4,False
santafe5_7,False
santafe5_8,False
santafe6_0,False
santafe6_3,False
santafe6_4,False
santafe6_6,False
santafe6_7,False
santafe7_1,False
santafe7_3,False
santafe7_4,False
santafe7_6,False
santafe7_7,False
santafe8_1,False
santafe8_2,False
santafe8_3,False
santafe8_4,False
santafe8_5,False
santafe8_6,False
santafe8_7,True
santafe8_8,False
santafe9_0,False
santafe9_1,False
santafe9_2,True
santafe9_3,False
santafe9_4,False
santafe9_5,False
santafe9_6,False
santafe9_7,False
santafe9_8,False
