image,is_tagged
rosario17_0,True
rosario17_1,True
rosario17_2,False
rosario17_3,True
rosario17_4,False
rosario17_5,True
rosario17_6,True
rosario17_7,False
rosario17_8,True
rosario18_0,True
rosario18_1,True
rosario18_2,False
rosario18_3,True
rosario18_4,True
rosario18_5,True
rosario19_0,False
rosario19_1,True
rosario19_2,True
rosario19_3,True
rosario19_4,True
rosario19_5,True
rosario19_6,True
rosario19_7,True
rosario19_8,True
rosario1_0,True
rosario1_1,True
rosario1_3,False
rosario1_4,True
rosario1_5,True
rosario1_6,False
rosario1_7,True
rosario20_1,True
rosario20_2,True
rosario20_4,True
rosario20_5,True
rosario20_6,True
rosario20_7,False
rosario20_8,True
rosario21_0,True
rosario21_1,True
rosario21_2,True
rosario21_4,True
rosario21_5,True
rosario21_7,False
rosario21_8,True
rosario22_0,True
rosario22_1,True
rosario22_2,False
rosario22_3,True
rosario22_6,False
rosario22_7,False
rosario22_8,True
rosario23_0,True
rosario23_1,True
rosario23_2,True
rosario23_3,True
rosario23_4,True
rosario23_5,True
rosario23_6,True
rosario23_7,True
rosario24_0,True
rosario24_2,False
rosario24_3,True
rosario24_4,True
rosario24_5,False
rosario24_6,True
rosario24_7,True
rosario24_8,True
rosario25_0,False
rosario25_1,False
rosario25_2,True
rosario25_3,False
rosario25_4,True
rosario25_5,True
rosario25_7,True
rosario25_8,True
rosario26_0,True
rosario26_1,True
rosario26_2,True
rosario26_3,False
rosario26_4,True
rosario26_5,False
rosario26_6,True
rosario26_7,True
rosario26_8,True
rosario27_0,True
rosario27_1,False
rosario27_3,False
rosario27_6,True
rosario27_7,False
rosario27_8,True
rosario28_0,False
rosario28_1,True
rosario28_3,False
rosario28_4,True
rosario28_5,True
rosario28_7,True
rosario28_8,True
rosario2_0,True
rosario2_2,True
rosario2_4,True
rosario2_5,True
rosario2_7,True
rosario3_0,False
rosario3_1,True
rosario3_2,True
rosario3_4,False
rosario3_5,True
rosario3_6,False
rosario3_8,True
rosario4_0,True
rosario4_1,True
rosario4_2,False
rosario4_3,True
rosario4_4,False
rosario4_5,True
rosario4_6,False
rosario4_7,True
rosario4_8,False
rosario5_0,True
rosario5_2,False
rosario5_3,True
rosario5_4,True
rosario5_5,False
rosario5_6,True
rosario5_7,False
rosario5_8,True
rosario6_0,False
rosario6_1,True
rosario6_2,False
rosario6_3,True
rosario6_4,False
rosario6_5,True
rosario6_6,True
rosario6_7,True
rosario6_8,True
rosario7_0,False
rosario7_1,True
rosario7_2,True
rosario7_3,True
rosario7_4,False
rosario7_7,True
rosario7_8,True
rosario8_0,True
rosario8_1,True
rosario8_3,True
rosario8_4,False
rosario8_5,True
rosario8_8,True
rosario9_0,True
rosario9_1,True
rosario9_2,False
rosario9_3,True
rosario9_4,True
rosario9_5,False
rosario9_8,False
santafe10_3,False
santafe10_5,False
santafe10_6,True
santafe10_7,True
santafe10_8,True
santafe11_0,True
santafe11_1,True
santafe11_2,True
santafe11_3,True
santafe11_4,False
santafe11_5,True
santafe11_6,True
santafe11_7,False
santafe11_8,True
santafe12_0,True
santafe12_1,False
santafe12_2,True
santafe12_3,True
santafe12_4,True
santafe12_5,True
santafe12_6,True
santafe12_7,True
santafe12_8,True
santafe13_1,True
santafe13_2,True
santafe13_4,True
santafe13_5,True
santafe13_6,True
santafe13_7,True
santafe13_8,False
santafe14_1,False
santafe14_2,True
santafe14_3,False
santafe14_4,False
santafe14_5,False
santafe14_6,True
santafe14_7,True
santafe14_8,True
santafe15_1,True
santafe15_2,True
santafe15_5,True
santafe15_7,True
santafe15_8,True
santafe1_2,True
santafe1_3,False
santafe1_4,False
santafe1_5,True
santafe1_6,True
santafe1_7,False
santafe1_8,True
santafe2_3,False
santafe2_4,True
santafe2_5,False
santafe2_6,False
santafe2_7,False
santafe2_8,False
santafe3_2,True
santafe3_3,False
santafe3_4,True
santafe3_5,False
santafe3_7,True
santafe4_1,True
santafe4_2,True
santafe4_4,True
santafe4_5,False
santafe4_8,True
santafe5_0,True
santafe5_1,False
santafe5_3,True
santafe5_4,True
santafe5_7,True
santafe5_8,True
santafe6_0,True
santafe6_3,False
santafe6_4,True
santafe6_6,False
santafe6_7,True
santafe7_1,False
santafe7_3,True
santafe7_4,True
santafe7_6,True
santafe7_7,False
santafe8_1,True
santafe8_2,False
santafe8_3,False
santafe8_4,True
santafe8_5,True
santafe8_6,True
santafe8_7,True
santafe8_8,True
santafe9_0,True
santafe9_1,True
santafe9_2,False
santafe9_3,True
santafe9_4,True
santafe9_5,True
santafe9_6,True
santafe9_7,True
santafe9_8,True
